 72156772, -26, -62
 72206886, -32, -62
 72257180, -31, -62
 72307355, -31, -62
 72357363, -27, -62
 72407562, -26, -62
 72457576, -32, -62
 72507629, -30, -62
 72557743, -32, -62
 72608107, -31, -62
 72658383, -31, -62
 72708396, -27, -62
 72759101, -28, -62
 72809214, -26, -62
 72859532, -26, -62
 72909658, -26, -62
 72959775, -28, -62
 73010049, -29, -62
 73060058, -32, -62
 73110068, -30, -62
 73160078, -28, -62
 73210170, -28, -62
 73260510, -31, -62
 73310607, -30, -62
 73360724, -31, -62
 73410732, -31, -62
 73461020, -30, -62
 73511106, -33, -62
 73561114, -30, -62
 73611173, -31, -62
 73661490, -27, -62
 73711659, -28, -62
 73762353, -28, -62
 73812750, -27, -62
 73862818, -23, -62
 73912960, -33, -62
 73963076, -34, -62
 74013087, -21, -62
 74063291, -26, -62
 74113298, -33, -62
 74163313, -33, -62
 74213559, -26, -62
 74263992, -26, -62
 74314564, -34, -62
 74364735, -25, -62
 74415030, -26, -62
 74465142, -30, -62
 74515268, -27, -62
 74565276, -33, -62
 74615552, -24, -62
 74665652, -21, -62
 74715667, -27, -62
 74765886, -23, -62
 74815978, -25, -62
 74866120, -35, -62
 74916265, -33, -62
 74966420, -32, -62
 75016505, -29, -62
 75066733, -23, -62
 75116913, -33, -62
 75167515, -28, -62
 75217661, -23, -62
 75267976, -22, -62
 75318150, -32, -62
 75368173, -30, -62
 75418356, -32, -62
 75468527, -17, -62
 75519154, -25, -62
 75569371, -31, -62
 75619690, -30, -62
 75669836, -29, -62
 75719948, -23, -62
 75769986, -35, -62
 75820163, -29, -62
 75870284, -28, -62
 75920458, -29, -62
 75970744, -23, -62
 76021339, -29, -62
 76071494, -32, -62
 76121756, -28, -62
 76171902, -30, -62
 76221933, -26, -62
 76272171, -29, -62
 76322228, -28, -62
 76372398, -32, -62
 76422409, -23, -62
 76472612, -29, -62
 76522624, -29, -62
 76572701, -30, -62
 76622984, -26, -62
 76672993, -27, -62
 76723027, -30, -62
 76773210, -26, -62
 76823295, -28, -62
 76873411, -26, -62
 76923707, -28, -62
 76973868, -30, -62
 77024051, -26, -62
 77074067, -28, -62
 77124212, -29, -62
 77174241, -32, -62
 77224276, -30, -62
 77274478, -25, -62
 77324486, -26, -62
 77374858, -27, -62
 77424922, -29, -62
 77475187, -28, -62
 77525201, -25, -62
 77575223, -30, -62
 77625450, -28, -62
 77675502, -28, -62
 77725514, -31, -62
 77775737, -28, -62
 77825900, -28, -62
 77876253, -28, -62
 77926265, -27, -62
 77976406, -25, -62
 78026415, -27, -62
 78076700, -27, -62
 78126713, -30, -62
 78176838, -31, -62
 78226854, -28, -62
 78277052, -28, -62
 78327067, -30, -62
 78377311, -26, -62
 78427317, -20, -62
 78477411, -26, -62
 78527842, -27, -62
 78577859, -31, -62
 78627871, -37, -62
 78677969, -34, -62
 78728057, -31, -62
 78778235, -19, -62
 78828327, -28, -62
 78878348, -31, -62
 78928359, -28, -62
 78978868, -31, -62
 79028883, -32, -62
 79078892, -30, -62
 79128980, -24, -62
 79179147, -27, -62
 79229276, -37, -62
 79279361, -31, -62
 79329505, -25, -62
 79379510, -29, -62
 79429771, -28, -62
 79479779, -31, -62
 79529785, -27, -62
 79579876, -24, -62
 79629990, -23, -62
 79680312, -27, -62
 79730454, -31, -62
 79780482, -29, -62
 79830665, -28, -62
 79880809, -29, -62
 79930814, -27, -62
 79981049, -27, -62
 80031219, -27, -62
 80081290, -25, -62
 80131311, -27, -62
 80181548, -27, -62
 80231674, -27, -62
 80281684, -32, -62
 80331884, -29, -62
 80381892, -28, -62
 80431948, -27, -62
 80482119, -30, -62
 80532383, -24, -62
 80582526, -25, -62
 80632540, -30, -62
 80682737, -27, -62
 80732881, -24, -62
 80782886, -27, -62
 80832926, -29, -62
 80883236, -30, -62
 80933362, -26, -62
 80983474, -28, -62
 81033612, -33, -62
 81083718, -28, -62
 81133750, -26, -62
 81183753, -33, -62
 81234042, -30, -62
 81284211, -27, -62
 81334282, -29, -62
 81384425, -35, -62
 81434569, -29, -62
 81484666, -25, -62
 81534809, -30, -62
 81584820, -21, -62
 81635420, -23, -62
 81685815, -27, -62
 81735965, -30, -62
 81786281, -31, -62
 81836396, -29, -62
 81886408, -26, -62
 81936611, -38, -62
 81986837, -28, -62
 82036878, -27, -62
 82086994, -28, -62
 82137116, -24, -62
 82187528, -27, -62
 82238059, -28, -62
 82288122, -27, -62
 82338297, -24, -62
 82388588, -25, -62
 82438597, -25, -62
 82488652, -26, -62
 82538943, -28, -62
 82589060, -32, -62
 82639078, -25, -62
 82689298, -27, -62
 82739842, -24, -62
 82790238, -26, -62
 82840362, -28, -62
 82890451, -30, -62
 82940626, -34, -62
 82990718, -31, -62
 83041028, -24, -62
 83091040, -25, -62
 83141065, -29, -62
 83191364, -30, -62
 83241374, -27, -62
 83291428, -27, -62
 83341542, -30, -62
 83391666, -25, -62
 83442068, -31, -62
 83492205, -28, -62
 83542210, -30, -62
 83592216, -30, -62
 83642458, -25, -62
 83692473, -25, -62
 83742668, -35, -62
 83792678, -27, -62
 83842732, -27, -62
 83892878, -28, -62
 83943312, -26, -62
 83994012, -30, -62
 84044341, -29, -62
 84094353, -26, -62
 84144389, -23, -62
 84194442, -28, -62
 84244864, -28, -62
 84294876, -26, -62
 84344888, -30, -62
 84395163, -29, -62
 84445234, -27, -62
 84495377, -26, -62
 84545388, -31, -62
 84595400, -30, -62
 84645764, -25, -62
 84695828, -27, -62
 84745838, -30, -62
 84796086, -22, -62
 84846212, -26, -62
 84896625, -27, -62
 84947151, -29, -62
 84997474, -28, -62
 85047488, -25, -62
 85097684, -24, -62
 85147829, -28, -62
 85197942, -33, -62
 85247952, -18, -62
 85297986, -32, -62
 85348132, -30, -62
 85398500, -26, -62
 85448732, -29, -62
 85498744, -25, -62
 85548756, -23, -62
 85598921, -26, -62
 85648932, -29, -62
 85698989, -26, -62
 85749305, -26, -62
 85799316, -23, -62
 85849567, -30, -62
 85899573, -28, -62
 85949756, -23, -62
 85999764, -29, -62
 86049820, -31, -62
 86099933, -25, -62
 86150228, -31, -62
 86200240, -28, -62
 86250466, -26, -62
 86300555, -31, -62
 86350562, -22, -62
