,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Time,Mode ,Motor 1,Motor 2,Motor 3,Motor 4,P,P1,P2,SP,SQ,SR,SAX,SAY,SAZ,PHI,THETA,PSI
32446520,3,0,0,0,0,0,0,0,0,0,-1,8,-335,7068,-1,1,0
32546720,3,0,0,0,0,0,0,0,-1,0,0,20,-342,7061,-1,1,0
32647250,3,0,0,0,0,0,0,0,0,0,0,-16,-355,7103,0,2,0
32747743,3,0,0,0,0,0,0,0,-1,-1,0,-9,-352,7078,-1,1,0
32848240,3,0,0,0,0,0,0,0,-1,-1,0,-2,-346,7074,-1,1,0
32949106,3,0,0,0,0,0,0,0,0,0,0,2,-329,7053,-1,1,-1
33049191,3,0,0,0,0,0,0,0,-1,-2,0,2,-339,7082,-1,1,0
33149731,3,0,0,0,0,0,0,0,-1,-1,0,3,-322,7093,-1,1,0
33250219,3,0,0,0,0,0,0,0,0,0,0,10,-333,7069,-1,1,0
33350690,3,0,0,0,0,0,0,0,-1,-2,1,30,-336,7083,0,1,0
33451919,3,0,0,0,0,0,0,0,-1,-2,0,9,-373,7030,0,1,0
33551940,3,0,0,0,0,0,0,0,-1,-1,0,-27,-337,7112,0,2,0
33652170,3,0,0,0,0,0,0,0,0,0,-1,-17,-339,7077,0,2,0
33752638,3,0,0,0,0,0,0,0,0,0,-1,8,-346,7079,-1,1,0
33853155,3,0,0,0,0,0,0,0,-1,-1,0,4,-323,7113,-1,1,0
33953980,3,0,0,0,0,0,0,0,-1,-1,0,-7,-347,7085,-1,1,0
34054129,3,0,0,0,0,0,0,0,-1,-2,0,14,-336,7072,-2,1,-1
34154634,3,0,0,0,0,0,0,0,-1,0,0,-22,-323,7062,-1,1,-1
34255129,3,0,0,0,0,0,0,0,-1,-1,0,0,-361,7080,-2,1,-1
34356021,3,0,0,0,0,0,0,0,-1,-1,1,-19,-348,7044,-2,1,-1
34456113,3,0,0,0,0,0,0,0,-1,-1,0,-16,-355,7041,-2,1,-1
34556630,3,0,0,0,0,0,0,0,-1,-1,0,-9,-352,7074,-1,2,0
34657126,3,0,0,0,0,0,0,0,0,0,-1,-6,-334,7063,-1,2,0
34757623,3,0,0,0,0,0,0,0,-1,-1,0,-10,-340,7056,-1,1,0
34858509,3,0,0,0,0,0,0,0,0,1,0,5,-350,7069,-1,2,0
34958603,3,0,0,0,0,0,0,0,-1,-1,0,11,-335,7051,-1,1,0
35059127,3,0,0,0,0,0,0,0,-1,-1,0,-2,-314,7070,-2,1,0
35159616,3,0,0,0,0,0,0,0,-1,0,-1,8,-328,7064,-2,1,0
35260663,3,0,0,0,0,0,0,0,0,0,0,6,-324,7069,-2,1,0
35360668,3,0,0,0,0,0,0,0,-1,-1,0,11,-317,7067,-2,1,0
35461152,3,0,0,0,0,0,0,0,0,0,0,9,-336,7072,-2,1,0
35561619,3,0,0,0,0,0,0,0,-1,-1,0,-11,-335,7069,-2,1,0
35662791,3,0,0,0,0,0,0,0,0,0,0,-17,-337,7044,-2,1,0
35762814,3,0,0,0,0,0,0,0,-1,0,0,-4,-314,7064,-2,2,-1
35863124,3,0,0,0,0,0,0,0,-1,-1,0,-19,-344,7090,-1,1,-1
35963584,3,0,0,0,0,0,0,0,-1,-1,0,-6,-323,7092,-2,1,-1
36064073,3,0,0,0,0,0,0,0,-1,-1,0,11,-344,7073,-1,1,-1
36164626,3,0,0,0,0,0,0,0,-1,-1,0,2,-343,7074,-2,1,0
36265701,3,0,0,0,0,0,0,0,0,0,-1,3,-346,7044,-2,1,-1
36365719,3,0,0,0,0,0,0,0,0,0,0,3,-340,7078,-2,1,0
36466103,3,0,0,0,0,0,0,0,-1,-1,0,16,-323,7075,-2,1,0
36566589,3,0,0,0,0,0,0,0,0,0,0,-18,-407,7134,-1,1,0
36667142,5,0,0,0,0,108,45,116,-1,-1,0,-9,-312,7109,-1,1,0
36768191,5,0,0,0,0,108,45,116,-1,-1,0,-19,-354,7093,-1,1,0
36868201,5,0,0,0,0,108,45,116,-1,-1,-1,3,-344,7081,-2,0,0
36968641,5,0,0,0,0,108,45,116,0,0,0,15,-344,7049,-2,1,0
37069143,5,0,0,0,0,108,45,116,0,0,-1,-5,-354,7085,-2,1,0
37170155,5,0,0,0,0,108,45,116,-1,-1,0,1,-340,7065,-2,1,0
37270164,5,0,0,0,0,108,45,116,-1,-1,0,-17,-348,7079,-2,0,0
37370635,5,0,0,0,0,108,45,116,0,0,0,-27,-346,7045,-2,0,1
37471141,5,0,0,0,0,108,45,116,0,0,0,1,-348,7071,-2,0,1
37571619,5,255,255,256,256,108,45,116,-1,-1,0,-31,-328,7071,-2,0,1
37672117,5,255,255,255,255,108,45,116,-1,-1,0,-3,-342,7099,-1,0,1
37772653,5,255,255,256,256,108,45,116,-1,-2,0,-13,-350,7071,-2,0,1
37873272,5,255,255,256,256,108,45,116,-1,-1,0,29,-356,7103,-1,0,1
37973749,5,255,255,256,256,108,45,116,0,0,0,39,-350,7057,-1,1,1
38074111,5,255,255,255,255,108,45,116,-1,-1,0,15,-346,7067,-1,1,1
38174633,5,255,255,256,256,108,45,116,-1,-1,0,-1,-302,7053,-2,1,2
38275117,5,255,255,256,256,108,45,116,-1,-1,0,-7,-344,7093,-2,1,2
38375649,5,255,255,255,256,108,45,116,0,0,0,-23,-346,7131,-2,1,2
38476137,5,255,255,255,256,108,45,116,-1,-2,0,21,-330,7055,-2,1,2
38576681,5,255,255,256,256,108,45,116,-1,-2,0,-5,-340,7095,-2,1,2
38677233,5,255,255,256,256,108,45,116,0,0,0,-15,-302,7097,-2,1,2
38777611,5,255,255,256,256,108,45,116,-1,-2,0,21,-330,7071,-2,1,3
38878133,5,255,255,255,256,108,45,116,0,0,0,35,-352,7025,-2,1,3
38978616,5,255,255,256,256,108,45,116,0,0,0,27,-352,7075,-2,1,3
39079124,5,255,255,256,256,108,45,116,-1,-1,0,-11,-340,7103,-2,1,3
39179607,5,255,255,256,256,108,45,116,-1,-1,0,1,-332,7057,-2,0,3
39280128,5,255,255,255,256,108,45,116,-1,-1,0,13,-328,7055,-2,1,3
39380687,5,255,255,255,256,108,45,116,0,0,0,33,-314,7055,-2,1,3
39481094,5,255,255,255,256,108,45,116,0,0,0,43,-364,7065,-2,0,3
39581635,5,256,255,256,255,108,45,116,0,0,0,9,-324,7071,-1,0,3
39682105,5,255,255,256,256,108,45,116,-1,-1,0,-13,-340,7085,-1,0,4
39782629,5,255,255,256,256,108,45,116,0,0,0,13,-348,7075,-1,-1,4
39883225,5,255,255,255,256,108,45,116,0,0,0,7,-322,7093,-1,-2,4
39983610,5,255,255,256,256,108,45,116,0,0,0,17,-342,7071,-1,-1,4
40084121,5,255,255,256,256,108,45,116,0,0,0,3,-336,7097,-1,-1,4
40184632,5,255,255,256,256,108,45,116,-1,-1,0,-3,-358,7051,-1,-1,4
40285119,5,255,255,255,256,108,45,116,-1,-1,0,15,-348,7075,-2,-1,4
40385660,5,255,255,255,256,108,45,116,-1,-1,0,-3,-314,7047,-2,-2,4
40486504,5,255,255,255,256,108,45,116,-1,-1,-1,-1,-328,7057,-2,-2,4
40586656,5,256,255,255,256,108,45,116,0,0,0,-7,-338,7085,-2,-3,4
40687143,5,256,255,255,256,108,45,116,0,1,0,19,-344,7063,-2,-3,5
40787668,5,256,255,256,256,108,45,116,-1,-1,0,5,-306,7085,-2,-3,5
40888149,5,256,255,255,255,108,45,116,-1,-1,-1,13,-330,7071,-2,-2,5
40988625,5,255,255,255,256,108,45,116,-1,-1,0,-9,-332,7095,-2,-2,5
41089105,5,256,255,255,256,108,45,116,-1,-1,0,1,-336,7059,-2,-2,5
41189685,5,255,255,255,256,108,45,116,-1,-1,0,11,-326,7069,-2,-3,5
41290150,5,255,255,255,256,108,45,116,-1,-1,0,21,-332,7089,-2,-3,5
41390614,5,256,255,256,256,108,45,116,-1,-1,-1,29,-352,7075,-3,-2,5
41491143,5,256,255,255,256,108,45,116,-1,-1,0,-5,-334,7115,-3,-2,5
41591657,5,255,255,255,256,108,45,116,-1,-1,0,-19,-340,7085,-3,-2,5
41692894,5,256,255,255,256,108,45,116,0,1,0,13,-336,7079,-2,-2,5
41792884,5,256,255,255,255,108,45,116,-1,-1,0,-11,-322,7053,-1,-2,5
41893114,5,256,255,255,255,108,45,116,0,0,0,5,-344,7065,-1,-2,5
41993603,5,255,255,255,256,108,45,116,-1,-1,0,-13,-360,7049,0,-2,5
42094096,5,256,255,255,255,108,45,116,0,1,1,3,-364,7067,0,-3,6
42195359,5,256,255,255,255,108,45,116,-1,-1,0,17,-326,7087,0,-3,6
42295380,5,255,255,255,256,108,45,116,0,0,0,21,-330,7063,0,-3,6
42395624,5,255,255,255,256,108,45,116,-1,-1,0,3,-342,7087,0,-3,6
42496113,5,255,255,255,256,108,45,116,0,0,0,-9,-336,7065,0,-3,6
42596614,5,255,255,255,256,108,45,116,-1,-1,0,21,-310,7053,0,-2,6
42697820,5,256,255,255,255,108,45,116,-1,-2,0,-1,-344,7081,0,-2,6
42797828,5,255,255,256,256,108,45,116,-1,-2,0,17,-320,7049,0,-1,6
42898092,5,255,255,256,256,108,45,116,0,0,0,-5,-332,7111,0,-1,6
42998633,5,255,255,256,256,108,45,116,0,0,0,3,-338,7061,-1,-1,7
43099182,5,255,255,256,256,108,45,116,-1,-1,0,5,-314,7081,-1,-1,7
43199591,5,255,255,255,256,108,45,116,-2,-1,0,3,-330,7045,-1,-1,7
43300113,5,256,255,255,255,108,45,116,0,0,0,-3,-356,7089,0,-2,7
43401104,5,255,255,255,255,108,45,116,0,0,0,31,-326,7103,0,-1,7
43501114,5,255,255,256,256,108,45,116,-1,-2,0,-1,-348,7079,0,-1,7
43601593,5,255,255,256,256,108,45,116,0,0,0,-5,-332,7059,0,-1,8
43702087,5,255,255,255,256,108,45,116,0,0,0,15,-348,7071,0,-1,8
43802716,5,256,255,256,255,108,45,116,-1,-1,0,-15,-324,7121,1,-2,8
43903072,5,255,255,255,256,108,45,116,-1,-1,0,7,-342,7077,1,-2,8
44003764,5,256,255,255,255,108,45,116,-1,-1,0,5,-344,7033,1,-2,8
44104078,5,255,255,255,256,108,45,116,0,0,0,-1,-342,7069,1,-2,8
44204599,5,256,255,255,255,108,45,116,0,1,0,15,-356,7073,1,-2,9
44305096,5,255,255,256,256,108,45,116,-1,-1,0,15,-354,7037,1,-1,9
44406321,5,255,255,256,256,108,45,116,-1,-1,0,-11,-350,7095,0,-1,9
44506326,5,255,255,256,256,108,45,116,0,0,0,19,-332,7083,0,-1,9
44606598,5,255,255,256,256,108,45,116,-2,-1,0,-9,-334,7073,-1,0,9
44707138,5,255,255,255,255,108,45,116,0,0,0,13,-336,7067,0,0,9
44807995,5,255,255,255,255,108,45,116,0,0,0,-9,-334,7039,0,0,9
44908100,5,255,255,256,256,108,45,116,0,0,-1,15,-338,7079,1,0,9
45008595,5,256,255,255,255,108,45,116,-1,-1,0,-25,-336,7049,1,-1,9
45109112,5,255,255,255,256,108,45,116,0,0,0,-1,-326,7067,0,-2,9
45209613,5,256,255,255,255,108,45,116,-1,-1,0,17,-336,7075,1,-2,9
45310767,5,255,255,255,255,108,45,116,0,0,0,7,-326,7057,1,-2,10
45410774,5,256,255,255,256,108,45,116,-1,0,0,61,-328,7037,0,-2,10
45511094,5,255,255,255,256,108,45,116,-1,-2,0,17,-336,7061,-1,-1,10
45611637,5,255,255,256,256,108,45,116,-2,-1,0,-19,-344,7081,-1,-2,10
45712129,5,256,255,255,255,108,45,116,0,0,0,7,-344,7061,-1,-2,10
45812847,5,255,255,256,256,108,45,116,-1,-2,-1,5,-330,7075,-1,-2,9
45913117,5,260,251,260,251,108,45,116,1,-2,-56,-65,-320,7101,0,1,-31
46013573,5,264,247,265,246,108,45,116,3,-2,-154,-149,-234,7041,5,7,-160
46114094,5,263,248,264,247,108,45,116,3,-2,-159,27,-304,7037,11,8,-309
46214588,5,265,246,266,245,108,45,116,5,-2,-197,47,-308,7045,21,16,-494
46315231,5,262,249,263,247,108,45,116,3,-1,-133,-35,-266,7073,30,26,-688
46415595,5,265,246,267,244,108,45,116,4,-3,-186,29,-284,7109,38,33,-878
46516142,5,266,245,268,243,108,45,116,5,-4,-246,141,-398,7119,45,41,-1087
46616606,5,265,246,268,243,108,45,116,6,-4,-190,-57,-274,7161,56,50,-1331
46717224,5,266,245,269,242,108,45,116,4,-4,-191,-145,-278,7139,66,55,-1570
46817593,5,264,248,266,244,108,45,116,4,-3,-170,85,-240,7071,73,57,-1774
46918277,5,268,243,271,239,108,45,116,6,-6,-234,-11,-212,7033,83,65,-2010
47018772,5,264,247,267,243,108,45,116,4,-3,-165,45,-320,7033,91,70,-2235
47119292,5,260,251,263,247,108,45,116,2,-3,-86,33,-274,7085,96,72,-2379
47220666,5,263,248,267,243,108,45,116,3,-3,-145,49,-270,7069,100,74,-2533
47320673,5,265,247,269,242,108,45,116,5,-3,-197,121,-348,7045,106,79,-2741
47420781,5,264,247,268,242,108,45,116,3,-5,-172,101,-326,6991,112,85,-2980
47521280,5,264,248,268,242,108,45,116,4,-4,-145,-39,-304,7059,121,89,-3195
47621832,5,262,249,267,244,108,45,116,4,-3,-146,115,-268,7097,123,91,-3364
47722859,5,264,248,268,242,108,45,116,6,-4,-187,65,-252,7085,127,93,-3558
47822900,5,268,244,273,237,108,45,116,7,-5,-273,21,-288,7095,138,99,-3814
47923394,5,270,242,275,235,108,45,116,10,-7,-359,53,-312,7071,149,108,-4144
48023931,5,266,246,271,238,108,45,116,8,-3,-240,-49,-178,7037,162,109,-4451
48125027,5,262,250,267,242,108,45,116,6,-3,-205,93,-192,7057,166,110,-4648
48225066,5,270,243,275,234,108,45,116,10,-7,-312,147,-332,7139,172,118,-4930
48325459,5,266,246,272,238,108,45,116,7,-5,-276,-1,-244,7073,182,121,-5234
48425959,5,273,240,279,230,108,45,116,6,-3,-223,345,-282,7081,202,123,-5671
48527208,5,262,251,267,242,108,45,116,3,-3,-125,147,-368,7041,205,124,-5879
48627299,5,269,245,274,235,108,45,116,9,-4,-291,-125,-136,7117,209,123,-6120
48727493,5,264,249,269,240,108,45,116,3,-5,-216,49,-232,7055,216,126,-6385
48828269,5,270,243,276,233,108,45,116,10,-6,-347,25,-208,7079,223,130,-6706
48928536,5,277,236,284,224,108,45,116,10,-10,-394,211,-138,7035,247,135,-7184
49029024,5,265,249,271,237,108,45,116,6,-5,-240,-27,-152,7015,253,136,-7496
49129527,5,264,250,270,239,108,45,116,6,-4,-205,113,-280,7097,259,133,-7756
49230045,5,270,244,276,232,108,45,116,10,-6,-352,155,-222,7071,265,136,-8056
49330562,5,272,242,279,229,108,45,116,9,-6,-370,-81,-104,7071,280,135,-8475
49431030,5,273,241,280,228,108,45,116,6,-7,-285,-29,-110,7077,296,137,-8927
49531512,5,269,245,275,232,108,45,116,8,-3,-239,-41,-92,7111,304,134,-9255
49632068,5,265,250,271,236,108,45,116,8,-6,-262,245,-170,7129,311,133,-9513
49732532,5,261,254,267,240,108,45,116,4,-5,-157,323,-254,7057,309,131,-9735
49833695,5,267,248,273,234,108,45,116,10,-3,-275,-79,-134,7031,314,128,-10026
49933781,5,265,250,271,236,108,45,116,6,-5,-234,339,-198,7135,314,130,-10258
50033966,5,268,247,273,233,108,45,116,14,-11,-482,-517,-68,7049,313,122,-10504
50134621,5,267,249,272,234,108,45,116,12,-8,-512,-709,-84,7099,329,118,-10852
50235009,5,259,256,265,242,108,45,116,4,-1,-78,627,-208,7141,334,129,-11191
50335892,5,266,249,272,235,108,45,116,5,-3,-194,261,-178,7113,335,119,-11392
50435986,5,271,245,277,229,108,45,116,12,-7,-400,173,-168,7081,343,124,-11697
50536490,5,269,247,275,231,108,45,116,6,-5,-230,133,-52,7121,356,121,-12124
50636999,5,271,245,277,228,108,45,116,11,-6,-354,103,-38,7105,366,120,-12454
50738181,5,267,249,273,233,108,45,116,6,-4,-198,-73,-136,7093,376,116,-12807
50838212,5,273,244,278,227,108,45,116,11,-6,-350,-13,-156,7115,387,115,-13144
50938455,5,266,251,271,234,108,45,116,8,-4,-215,-43,-212,7105,390,107,-13456
51038982,5,269,248,274,230,108,45,116,8,-3,-292,31,-8,7077,393,105,-13743
51139470,5,269,248,274,230,108,45,116,9,-5,-304,27,-12,7055,401,102,-14113
51240430,5,268,250,272,232,108,45,116,8,-6,-264,-71,-192,7111,407,99,-14436
51340447,5,274,244,279,225,108,45,116,10,-5,-344,-107,-162,7099,413,96,-14800
51440923,5,264,254,268,236,108,45,116,4,-3,-194,115,-188,7033,412,92,-15075
51541457,5,263,255,267,237,108,45,116,6,-4,-171,-17,42,7045,411,89,-15288
51641919,5,272,246,277,227,108,45,116,10,-5,-346,57,-144,7091,415,88,-15576
51742476,5,270,248,274,229,108,45,116,9,-4,-305,55,-62,7055,423,84,-15952
51842948,5,270,249,274,230,108,45,116,7,-7,-295,113,-6,7015,429,80,-16281
51943468,5,264,255,267,236,108,45,116,7,-2,-184,71,24,7027,431,73,-16527
52043934,5,265,254,268,235,108,45,116,3,-5,-236,159,160,7055,432,71,-16754
52144403,5,262,257,265,238,108,45,116,3,-3,-157,17,118,7109,432,66,-17000
52244928,5,262,256,265,238,108,45,116,6,-5,-186,143,148,7133,428,62,-17172
52345464,5,264,255,267,236,108,45,116,7,-5,-234,209,492,7103,428,60,-17359
52445927,5,285,235,289,213,108,45,116,16,-10,-570,19,62,7033,457,55,-17962
52546600,5,270,250,272,230,108,45,116,5,-3,-237,-109,-140,7053,456,50,-18413
52646958,5,264,256,266,236,108,45,116,6,-2,-171,-23,-102,7045,451,46,-18597
52747460,5,260,260,262,241,108,45,116,2,-4,-98,-31,-90,7081,446,42,-18735
52848372,5,264,255,267,236,108,45,116,4,-3,-160,-95,-50,7053,442,39,-18910
52948418,5,265,255,266,236,108,45,116,4,-2,-169,-159,60,7141,439,32,-19118
53048900,5,263,256,265,237,108,45,116,7,0,-166,-93,-28,7065,437,30,-19306
53149409,5,264,256,265,237,108,45,116,2,-5,-178,-69,-22,7135,436,24,-19476
53250001,5,266,253,268,235,108,45,116,5,-6,-213,-69,-38,7115,432,22,-19688
53350395,5,265,255,266,236,108,45,116,5,-3,-172,-147,42,7121,431,20,-19929
53450942,5,262,258,263,239,108,45,116,1,-4,-128,-87,134,7083,428,16,-20078
53551399,5,258,261,259,243,108,45,116,-1,-2,-39,-141,-56,7111,422,12,-20184
53651950,5,255,264,256,247,108,45,116,-1,-2,2,-81,16,7097,410,8,-20190
53752466,5,255,264,256,247,108,45,116,-1,-1,1,-71,30,7093,399,5,-20182
53853254,5,254,265,254,249,108,45,116,-3,-2,26,-59,90,7071,390,2,-20164
53953403,5,253,265,254,249,108,45,116,-2,-2,36,-53,28,7103,381,-1,-20126
54053933,5,253,265,253,250,108,45,116,-1,-2,41,-43,22,7065,373,-3,-20086
54154528,5,252,266,252,251,108,45,116,-2,-2,66,-57,194,7057,362,-6,-20034
54254920,5,252,267,252,252,108,45,116,-3,-1,70,-51,104,7103,355,-9,-19956
54355435,5,251,267,251,253,108,45,116,-2,-1,88,-15,-50,7065,347,-10,-19879
54455953,5,248,270,247,256,108,45,116,-4,0,163,-81,46,7053,335,-13,-19743
54556441,5,242,275,241,263,108,45,116,-6,1,230,41,-22,7079,317,-19,-19483
54657642,5,243,274,242,262,108,45,116,-7,3,243,-73,-66,7095,303,-23,-19245
54757647,5,240,278,238,267,108,45,116,-9,1,323,9,-74,7091,288,-30,-18972
54857952,5,244,274,242,263,108,45,116,-7,1,233,-67,48,7109,274,-35,-18647
54958425,5,242,275,241,264,108,45,116,-5,0,259,-11,-44,7097,260,-38,-18376
55058946,5,238,279,235,270,108,45,116,-10,3,332,-13,28,7055,243,-44,-18008
55159364,5,239,278,236,269,108,45,116,-8,4,302,3,60,7005,231,-48,-17671
55259909,5,239,278,236,269,108,45,116,-11,4,356,-5,-102,7043,218,-55,-17355
55360396,5,242,274,240,266,108,45,116,-7,3,262,-21,-34,7059,207,-60,-17006
55460856,5,243,273,241,265,108,45,116,-7,1,262,-9,-110,7063,198,-63,-16763
55561386,5,237,279,233,272,108,45,116,-10,2,375,5,-74,7009,184,-68,-16400
55661871,5,236,279,233,274,108,45,116,-13,5,374,5,-42,7093,170,-74,-15934
55762388,5,237,278,234,273,108,45,116,-11,5,387,-89,-210,7109,158,-78,-15532
55862865,5,226,289,221,286,108,45,116,-18,6,562,157,120,7013,137,-90,-14979
